Url,"Classe de ressource",Titre,Créateur,Sujet,Editeur,Contributeur,Date,Type,Format,Identifiant,Source,Langue,Relation,Droits,"Importance matérielle",Support,"Est remplacé par","Est une partie de","Couverture spatiale","Couverture temporelle","Droits d’accès","Citation bibliographique",Licence,"Méthode pédagogique","Périodicité des entrées",ISBN,Issn
https://octaviana.fr/s/octaviana/item/177852,,"Département des études arabes","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1234,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1234,,
https://octaviana.fr/s/octaviana/item/177851,,"Département d'études italiennes","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1233,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1233,,
https://octaviana.fr/s/octaviana/item/177850,,"Département documentation : formation HCS, 1er cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1232,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1232,,
https://octaviana.fr/s/octaviana/item/177849,,"Département documentation : 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1231,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1231,,
https://octaviana.fr/s/octaviana/item/177848,,"U.F.R. Arts, philosophie, esthétique : arts plastiques, cinéma, musique, théâtre, 1er cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1230,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1230,,
https://octaviana.fr/s/octaviana/item/177847,,"U.F.R. Arts, philosophie, esthétique : formation arts du spectacle mention études théâtrales","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1229,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1229,,
https://octaviana.fr/s/octaviana/item/177846,,"Institut d'études européennes : annuaire des enseignements","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1228,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1228,,
https://octaviana.fr/s/octaviana/item/177845,,"Département documentation : formation Éducation communication langage (ECLa), 1er cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1227,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1227,,
https://octaviana.fr/s/octaviana/item/177844,,"Institut Maghreb-Europe : DEA ""Sociétés contemporaines du Maghreb""","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1226,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1226,,
https://octaviana.fr/s/octaviana/item/177843,,"U.F.R. Psychologie, pratiques cliniques et sociales : 1er et 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1225,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1225,,
https://octaviana.fr/s/octaviana/item/177842,,"Département des études slaves","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1224,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1224,,
https://octaviana.fr/s/octaviana/item/177841,,"Formation doctorale : ""Culture et société en CEI et en Europe orientale""","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1223,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1223,,
https://octaviana.fr/s/octaviana/item/177840,,"Département d'études germaniques : 1er semestre, 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1222,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1222,,
https://octaviana.fr/s/octaviana/item/177839,,"U.F.R. Psychologie, pratiques cliniques et sociales : 1er, 2ème et 3ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1221,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1221,,
https://octaviana.fr/s/octaviana/item/177838,,"Département d'études des pays anglophones : recherche","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1220,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1220,,
https://octaviana.fr/s/octaviana/item/177837,,"Département de psychanalyse : études approfondies","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1219,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1219,,
https://octaviana.fr/s/octaviana/item/177836,,"Département documentation : 1er cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1218,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1218,,
https://octaviana.fr/s/octaviana/item/177835,,"Département musique","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1217,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1217,,
https://octaviana.fr/s/octaviana/item/177784,,"Centre d'études féminines : 1er semestre","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1216,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1216,,
https://octaviana.fr/s/octaviana/item/177783,,"Département d'études hébraïques : DEUG-licence-maîtrise-DEA","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1215,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1215,,
https://octaviana.fr/s/octaviana/item/177782,,"Département d'études des pays anglophones en collaboration avec le département d'études littéraires anglaises : DEUG et licence d'anglais","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1214,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1214,,
https://octaviana.fr/s/octaviana/item/177781,,"U.F.R. Psychologie : DEA ""Psychologie clinique et psychopathologie"" interactions et processus d'influence","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1213,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1213,,
https://octaviana.fr/s/octaviana/item/177780,,"Département documentation : LEAT, 1er cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1212,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1212,,
https://octaviana.fr/s/octaviana/item/177779,,"Institut Maghreb-Europe","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1211,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1211,,
https://octaviana.fr/s/octaviana/item/177778,,"U.F.R. Communication, Animation, Psychanalyse, Formation, Éducation, Didactique (CAPFED) : sciences de l'éducation, 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1210,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1210,,
https://octaviana.fr/s/octaviana/item/177777,,"Département d'économie et de gestion","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1209,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1209,,
https://octaviana.fr/s/octaviana/item/177776,,"Département d'espagnol","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1208,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1208,,
https://octaviana.fr/s/octaviana/item/177775,,"Département danse : formation arts du spectacle mention danse","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1207,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1207,,
https://octaviana.fr/s/octaviana/item/177774,,"Formation LIT : DEUG sciences, mention mathématiques appliquées et sciences sociales (MASS), 2ème semestre","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1206,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1206,,
https://octaviana.fr/s/octaviana/item/177773,,"Formation LIT : DEUG sciences, mention mathématiques appliquées et sciences sociales (MASS), 1er semestre","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1205,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1205,,
https://octaviana.fr/s/octaviana/item/177772,,"Formation LIT : DEUG sciences, mention mathématiques appliquées et sciences sociales (MASS)","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1204,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1204,,
https://octaviana.fr/s/octaviana/item/177771,,"Département micro-informatique micro-électronique (MIME)","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1203,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1203,,
https://octaviana.fr/s/octaviana/item/177770,,"Département documentation : DESS ""Documentation et technologies avancées""","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1202,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1202,,
https://octaviana.fr/s/octaviana/item/177769,,"Département d'étude des pays de langue portugaise","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1201,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1201,,
https://octaviana.fr/s/octaviana/item/177768,,"Département littérature française : 1er et 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1200,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1200,,
https://octaviana.fr/s/octaviana/item/177767,,"Département musique : enseignements d'ethnomusicologie","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1199,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1199,,
https://octaviana.fr/s/octaviana/item/177766,,"Institut d'études européennes : 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1198,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1198,,
https://octaviana.fr/s/octaviana/item/177765,,"UFR 6, Formation des sciences du langage : section linguistique générale, section didactique des langues","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1197,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1197,,
https://octaviana.fr/s/octaviana/item/177764,,"Formation ""Histoire, culture, société"" (HCS) : DEUG ""Sciences humaines et sociales"" mention sociologie","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1196,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1196,,
https://octaviana.fr/s/octaviana/item/177763,,"Département de droit : 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1195,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1195,,
https://octaviana.fr/s/octaviana/item/177762,,"U.F.R. Psychologie pratiques cliniques et sociales (PPCS) : DEA psychologie des processus cognitifs","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1194,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1194,,
https://octaviana.fr/s/octaviana/item/177761,,"Espagnol : UE 2ème semestre","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1193,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1193,,
https://octaviana.fr/s/octaviana/item/177760,,"Espagnol : UE 1er semestre","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1192,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1192,,
https://octaviana.fr/s/octaviana/item/177759,,"U.F.R. 3, Maîtrise de sciences et techniques ""Formation à la connaissance des banlieues""","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1191,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1191,,
https://octaviana.fr/s/octaviana/item/177758,,"DESS ""Médias, électroniques et internet (MEI)"" : fonctionnement pédagogique","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1190,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1190,,
https://octaviana.fr/s/octaviana/item/177757,,"Département de géographie : 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1189,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1189,,
https://octaviana.fr/s/octaviana/item/177756,,"U.F.R. Langues, sociétés, cultures étrangères : Langues étrangères appliquées (LEA) : 1er cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1188,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1188,,
https://octaviana.fr/s/octaviana/item/177755,,"Département de philosophie : 1er cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1187,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1187,,
https://octaviana.fr/s/octaviana/item/177754,,"Institut français d'urbanisme : DESS urbanisme et aménagement","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1186,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1186,,
https://octaviana.fr/s/octaviana/item/177753,,"U.F.R. Arts, philosophie, esthétique : DEA ""Lieux et transformations de la philosophie""","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1185,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1185,,
https://octaviana.fr/s/octaviana/item/177752,,"U.F.R. Territoire économies sociétés : DEUG","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1184,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1184,,
https://octaviana.fr/s/octaviana/item/177751,,"U.F.R. 8 Communication, Animation, Psychanalyse, Formation, Éducation, Didactique (CAPFED) : DEA sciences de l'éducation ""Approches plurielles de la complexité des situations éducatives""","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1183,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1183,,
https://octaviana.fr/s/octaviana/item/177750,,"Département d'arts plastiques : 2ème et 3ème cycle CAPES-agrégation","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1182,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1182,,
https://octaviana.fr/s/octaviana/item/177749,,"U.F.R. Arts, philosophie et esthétique : photographie & multimédia","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1181,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1181,,
https://octaviana.fr/s/octaviana/item/177748,,"Institut d'études européennes : formation doctorale ""Mutations des sociétés et cultures en Europe""","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1180,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1180,,
https://octaviana.fr/s/octaviana/item/177747,,"Département de philosophie : 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1179,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1179,,
https://octaviana.fr/s/octaviana/item/177746,,"Formation doctorale-DEA ""Texte, imaginaire, société""","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1178,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1178,,
https://octaviana.fr/s/octaviana/item/177745,,"Département de sciences politiques : licence-maîtrise","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1177,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1177,,
https://octaviana.fr/s/octaviana/item/177744,,"Institut français d'urbanisme : licence-maîtrise d'aménagement","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1176,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1176,,
https://octaviana.fr/s/octaviana/item/177743,,"Département des langues et culture opprimées et minorisées","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1175,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1175,,
https://octaviana.fr/s/octaviana/item/177742,,"Département de sociologie : DEA ""Modes de vie et politiques sociales"", 3ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1174,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1174,,
https://octaviana.fr/s/octaviana/item/177741,,"Département d'histoire : 2ème cycle, licence-maîtrise-préparation CAPES-DEA","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1173,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1173,,
https://octaviana.fr/s/octaviana/item/177740,,"Département d'études cinématographiques et audiovisuelles (ECAV) : 2ème et 3ème cycle, 1er semestre","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1172,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1172,,
https://octaviana.fr/s/octaviana/item/177739,,"Institut français d'urbanisme : DEA-doctorat","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1171,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1171,,
https://octaviana.fr/s/octaviana/item/177738,,"U.F.R. Pouvoir, administration, échanges : Administration économique et sociale, 2ème cycle","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1170,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1170,,
https://octaviana.fr/s/octaviana/item/177737,,"U.F.R. Pouvoir, administration, échanges : droit-AES-sciences politiques","Université paris 8","Université de Paris VIII -- histoire",,,1997-1998,"Primary Source Document",application/pdf,FVNP1169,"Paris 8",fre,,,,Numérisé,,FVNP,,"XXe siècle","Accessible à tous·tes",,"Toute reproduction même partielle est interdite sans accord exprès de(s) l'auteur(s) ou ayant-droit(s)",,FVNP1169,,
